B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,bsi,elev,mndwi,ndbi,ndvi,slope
470,2453,1795,605,852,1026,1386,1772,1959,2106,2218,2179,0.124071082,860,-0.484417549,0.076113183,0.344827586,24.01875021
571,2536.5,1672,486.5,828.5,813.5,1324.5,2121,2426,2570,2661,2736.5,0.045812846,721,-0.507578009,-0.006560266,0.519136988,4.225936824
450.5,2842,1925.5,725,1043,1246,1458,2077,2294,2559,2560.5,2509,0.109061313,667,-0.463063063,0.052397704,0.345072273,1.328025468
415.5,2666,1774,391.5,711.5,625.5,1189.5,2688,3206.5,3382,3436,2467.5,-0.068223638,759,-0.578682457,-0.118386243,0.687835309,11.52756119
778.5,2674.5,2129.5,955,1354,1557.5,1851.5,2445.5,2649.5,2548.5,2759.5,2553.5,0.094176201,901,-0.3277895,0.024124067,0.241354116,3.400225163
663,4084,3262,771,1224,1588,2087,2514,2693,2877,2959,2826,0.217167382,617,-0.538809344,0.173394627,0.28868981,2.083068848
761.5,3005.5,2231,549.5,843.5,947.5,1694.5,2301,2589,2558,2854,2982,0.119750726,926,-0.561704339,0.080434978,0.45942091,5.501500871
594,2961,2281,674,963,1072,1777,2394,2644,2566,2833,3000,0.109033411,717,-0.509174312,0.071467342,0.410665201,2.998342176
584.5,2925,1957,653,970.5,1105,1552,2295,2600.5,2654,2867.5,2761,0.098541638,773,-0.501732769,0.048575013,0.41207768,3.367115349
760,2692,2037,709,971,1066,1508,2186,2448,2338,2785,2807,0.104481999,690,-0.46983347,0.070377734,0.373678026,1.328095504
602,4268,3214,917,1408,1942,2139,2626,2887,2818,3063,3092,0.248868778,666,-0.503875969,0.204628846,0.184033613,3.824131966
566.5,2756,1872,496,807.5,1001.5,1405,2174.5,2441.5,2325.5,2599.5,2579,0.142270862,793,-0.546793882,0.084719079,0.397956117,2.083897386
686.5,3363.5,2927.5,858,1157,1584,1849.5,2004,2182,2229,2386,2434,0.231563881,747,-0.488109722,0.202860975,0.169158143,15.50803933
341,1709.5,848,372,628,422,1015.5,2898.5,3652,3941,4049.5,3658,-0.338505703,606,-0.462673797,-0.394920803,0.806555123,2.113176417
475,3015,2263,561,865,1126,1477,2151,2329,2492,2678,2953,0.151237142,883,-0.554123711,0.094970038,0.377556661,2.084337259
424,2815,1881,389,684,695,1529,2459,2751,2714,3036,2863,0.061545441,915,-0.609031152,0.018267318,0.592255793,0.927409937
572,3325,2594.5,757,1066,1512,1797.5,2172,2376,2547,2648.5,2596,0.188306105,885,-0.514461398,0.132493188,0.254988914,3.000397372
565,2933,2115,733,1084,1202,1598,2636,2900,2981,3133,2987,0.053637406,681,-0.460293752,-0.008116334,0.425292852,1.854334116
366.5,2575,1570.5,397,670,581,1201,2645.5,3176.5,3343,3504,3328,-0.084686775,610,-0.587057011,-0.129773572,0.703873598,0
617,3485,2648,627,1028,1478,1880,2334,2518,2602,2730,2717,0.211669922,901,-0.54442721,0.14506325,0.275490196,2.856222956
516.5,3437,3012.5,839,1195,1669,1875.5,2066.5,2251,2452,2412.5,2525,0.216148625,695,-0.48402418,0.167260995,0.190002427,5.973947048
809,3135,2102,615,847,1028,1550,2302,2609,2562,2951,3119,0.134332425,790,-0.574585635,0.100579252,0.42729805,4.699176788
529,3073,2302,781,1130,1574,1727,2339,2555,2746,2774,2927,0.137019819,598,-0.462288841,0.056195223,0.271296296,2.652824849
389.5,2556,1770,467,672.5,774.5,1184.5,1508,1694.5,1778,1935,2055.5,0.194691059,815,-0.583397863,0.179510844,0.393143976,8.606075893
390,2636,1627.5,426,698,708.5,1197,2603.5,3052.5,3115.5,3257.5,3536,-0.028608771,604,-0.581283743,-0.083369556,0.629445607,2.937443256
676,3015,2302,874,1208,1732,1855,2187,2335,2410,2471,2665,0.182169095,892,-0.427894861,0.111520737,0.163689039,1.854334169
677,4198.5,3098.5,834.5,1059,1312,1672,2198,2390,2446,2728.5,2835,0.253668525,905,-0.597146933,0.263751975,0.301756253,0.952605478
577,3905.5,2821,661.5,988,1446,1975,2340.5,2606,2485.5,2835,2966,0.259398717,689,-0.59619904,0.222187451,0.2644029,2.846437623
387,2080,1403,472,652,725,974,1393,1560,1660,1808,1867,0.136317602,861,-0.522693997,0.112299465,0.392033543,6.614515781
514,3423,2674,772,1088,1607,1907,2428,2649,2754,2920,2643,0.175783076,746,-0.517623587,0.108305002,0.26301307,3.909218555
588,3770.5,2802,715.5,1043,1395.5,1974.5,2391,2582,2432.5,2862.5,2617,0.242723118,792,-0.566635504,0.21570208,0.270898642,11.58399279
583,2999,2220,666,1015,1282,1651,2162,2346,2441,2598,2834,0.158906335,873,-0.494270055,0.102573529,0.311308085,20.67859407
396.5,251.5,201.5,498,901.5,599,549.5,258,262,229.5,201.5,142,0.077946768,623,0.563746748,0.045738046,-0.445986723,0.949903011
516,3728,3066,746,1144,1864,2109,2396,2634,2641,2788,2769,0.245573004,752,-0.530377668,0.170670435,0.172475028,2.115111365
490.5,3852.5,3169,585,970.5,1763,2122.5,2338.5,2511,2577.5,2642.5,2745.5,0.279448622,652,-0.59755339,0.198289269,0.187651192,3.39571476
457,3067.5,2368.5,629,924,1294.5,1664,1959.5,2172,2187,2324.5,2423.5,0.215380329,886,-0.537016159,0.167570654,0.256355019,0.952221274
418,2533,1703,476.5,699.5,730.5,1045.5,1531,1707.5,1787,1991.5,1996.5,0.18092998,981,-0.567208043,0.172685185,0.419662363,1.899574173
920,2635,2533,1324,1572,1763,2072,2125,2182,2094,2282,2313,0.125383828,881,-0.252674115,0.114400508,0.085817993,5.429673847
514,2219,1699,545,718,883,1170,1594,1786,1918,2028,2209,0.114824798,939,-0.511065713,0.072758037,0.369510889,13.19432545
789,4702,3626,1134,1638,2341,2661,2983,3270,3308,3417,3258,0.226469308,925,-0.483280757,0.174032459,0.17118074,2.654583931
742,2655,1866.5,599,892,992.5,1360,2327,2620.5,2805,2937,2595.5,0.03453166,888,-0.497039752,-0.027472527,0.477287689,0.952059221
456,2860,1934,504.5,812.5,984,1447.5,2077.5,2307,2660,2567.5,2384.5,0.096953699,800,-0.557522124,0.036231884,0.459934138,4.703659058
517,2964,1973,600,849,1012,1531,2013,2237,2251,2613,2540,0.164786876,725,-0.554681353,0.136720997,0.379711922,16.98464841
713,4820,4016,1007,1476,2126,2533,2830,3048,3108,3296,3228,0.255944309,864,-0.531130877,0.215943491,0.187619412,2.854585102
825,3098,2428,850,1172,1424,1816,2586,2928,2918,3160,2932,0.090952955,898,-0.451053864,0.029920213,0.344081069,2.084551318
455,2341,1545,505,751,813,1238,1947,2290,2232,2452,3094,0.070785945,679,-0.514230272,0.023835557,0.466009852,2.083602456
429,2175,1464,448,598,608,962,1406,1578,1707,1808,1824,0.127176995,868,-0.568698161,0.120556414,0.474730022,5.977745719
557.5,2842.5,2179,625,919,1191,1514.5,2179,2358,2599,2643,2539,0.111539786,717,-0.511365147,0.044748691,0.371503958,7.614613056
916.5,2339.5,1999,757,1018.5,1044.5,1624,2244.5,2475.5,2588,2567,2257,0.005795809,894,-0.393388922,-0.050431253,0.424913971,2.656006416
592,3374.5,2602.5,602,793.5,951.5,1707,2293,2615,2599.5,2917.5,2959.5,0.149385586,729,-0.619241843,0.129728825,0.464094621,1.32778898
393,2162,1475.5,543.5,843.5,960,1234.5,2128.5,2456,2503,2710,2807.5,0.012239604,674,-0.438695725,-0.073097535,0.445567427,1.32788217
961.5,3153.5,2583.5,1497,1812,2087,1959,2571,2783.5,2701,2924,3047,0.110451873,872,-0.270164133,0.077290973,0.12823726,0.927409947
448,2275,1496,400,650,535,1073,2223,2496,2492,2723,2649,-0.014380919,867,-0.555555556,-0.045521292,0.646514701,2.084198713
776,3815,3052,1192,1498,1960,2422,2834,3101,2839,3271,3356,0.177850296,644,-0.436100132,0.14667869,0.183163159,0
498,2986,2095,554,901,1098,1500,1969,2190,2480,2440,2432,0.147513346,868,-0.536403396,0.092572265,0.386249301,2.852781908
414,2779,2080,506.5,754,899,1295.5,2080,2368.5,2675,2648.5,2557,0.072381369,906,-0.57316728,0.019068574,0.496922216,2.938182878
615,3075,2043,630.5,860.5,1124,1590.5,2029.5,2290.5,2381,2610.5,2671.5,0.164690382,952,-0.562698514,0.127199413,0.358630528,2.996281261
692.5,3962,3274,901,1277,1754,2269.5,2530,2654,2645,2918.5,2679.5,0.23429065,917,-0.512502386,0.19933404,0.202546033,2.084535837
333,1689,973,421,729,612,1223,2293,2648,2714,2770,2599,-0.153421634,708,-0.397022333,-0.232795821,0.631990379,2.937839985
418.5,3092.5,2258.5,617.5,892.5,1313,1677.5,2338,2618,2375,2761.5,3149,0.190997567,879,-0.552070263,0.131229995,0.287960954,2.117559433
395.5,1976,1231.5,390,662,509,1221,2433.5,2886.5,3251.5,3113,2881.5,-0.188770097,584,-0.498104625,-0.243998087,0.729291318,2.112631709
524,2806.5,2042.5,691,1036,1267,1626,2122,2344.5,2469.5,2522.5,2669.5,0.126209566,676,-0.460767729,0.063874147,0.321825238,2.083324194
569,3763,2690,748,1001,1332,1676,2103,2341,2436,2693,2863,0.230824979,888,-0.579764903,0.214066785,0.292993631,1.329316735
1191,2692,2441,1040,1338,1415,1919,2334,2496,2430,2614,2647,0.084070212,795,-0.335980149,0.051151894,0.263979194,2.998387159
540,3215,2619,639,915,1148,1600,1836,2009,1910,2240,2386,0.26244213,679,-0.556900726,0.254634146,0.249182472,5.547544895
514,2030,1583,886,1050,1156,1314,1823,1974,1878,2120,2362,0.07092437,844,-0.318181818,0.038894575,0.237969677,1.902649595
405.5,2786,2018.5,522.5,877.5,1001,1484,2237.5,2502,2541,2774,2762,0.105612729,905,-0.520949911,0.045992116,0.434782609,1.854334169
441,1979,1193,345,673,549,1157,2231,2653,2852,2842,2809,-0.116855895,896,-0.492458522,-0.180707928,0.677153778,2.084248716
317.5,2560.5,1768,438.5,637,704,1079.5,1587.5,1780,1849.5,2063.5,2247.5,0.175866727,793,-0.601563722,0.16122449,0.448599961,6.871340752
680.5,3368,2839,796,1106,1473,2125.5,2333,2479,2237.5,2627.5,2486.5,0.229538383,779,-0.505587841,0.201676924,0.206036922,5.092548437
383,2516.5,1842,674,952.5,1275,1457.5,2020.5,2315.5,2608,2598,2655,0.072029406,933,-0.450850389,-0.017855401,0.34329127,1.854334116
658,4392,3564,976.5,1427,2070,2548,2856.5,3093.5,3116,3370,3180,0.224501398,547,-0.509537721,0.169952051,0.201696876,3.975438117
456,3372.5,2362,604,841,1191,1509,1920.5,2153.5,2271,2471.5,2456.5,0.22699469,587,-0.60080693,0.195180296,0.311958406,4.160366515
380,2912.5,1882.5,517,835,1044.5,1558.5,2240,2483.5,2548,2810,2671.5,0.127029336,891,-0.55436958,0.066752129,0.418510786,2.084467811
374,2859,2066,620,843,1036,1312,1591,1728,1878,1995,1922,0.218520257,813,-0.544570502,0.207093097,0.288949897,5.764397071
586.5,3365.5,2508,646,887,1232,1762.5,2099,2331.5,2297,2654,2823,0.219415158,562,-0.582833627,0.188697572,0.301785208,3.903164477
401,2450,1592,477,716,849,1317,2333,2749,2490,2994,2987,0.05298436,871,-0.547694251,-0.008097166,0.49146451,3.367735002
784,3035,2233.5,609,799,1091,1382,1723,1881,2080,2152,2492.5,0.210858401,940,-0.583202921,0.186705767,0.311888994,0.927409947
459,2476,1950,437,630,690,1169,1608,1803,1790,2021,1976,0.174114593,747,-0.594333548,0.160806376,0.443548387,6.010603522
792,3052,2860,1506,1974,2354,2567,2646,2740,2648,2731,2384,0.130962343,897,-0.21448468,0.070877193,0.058776489,0.951881766
429,2569,1760.5,513.5,722.5,801,1212,1527.5,1701,1701,1944.5,2059,0.206911989,791,-0.56099043,0.203278689,0.35971223,20.20407486
403.5,2694.5,2022.5,635.5,907,1078,1468,1895,2076,2151,2331,2038,0.150327794,880,-0.496320977,0.112165927,0.332301022,8.289099835
623.5,3589,2722,737,1146,1486,1927,2438,2687,2787,2936.5,2927,0.18036981,654,-0.51594509,0.125784191,0.304469927,3.396356188
855,3060,2719,1356,1666,1948,2038,2270,2421,2329,2534,2805,0.152191418,822,-0.294964029,0.135646688,0.089081132,2.116082864
424.5,2154.5,1677.5,441,625.5,673.5,1095,1495.5,1666.5,1688.5,1847,1843,0.14089763,812,-0.55,0.121259433,0.429720576,2.999127143
663,3200,2103,632,907,1161,1638,2275,2535,2608,2881,2807,0.147480595,747,-0.558315072,0.101928375,0.383921465,9.252031326
470.5,2535,1685,523,814.5,997,1362.5,2445,2840,2811,3096,2876.5,0.028837751,713,-0.513658755,-0.051627385,0.476365546,4.741949889
480,2725.5,1920.5,518.5,745,969,1289,1727,1961,2017,2243.5,2722.5,0.186035313,910,-0.570667051,0.14939378,0.350971199,0.927409947
465,3522,2719,801,1158,1724,2006,2249,2438,2554,2716,2546,0.219858156,900,-0.505128205,0.159315339,0.194015895,0.953094577
479,3215,2101,633,881,1176,1509,1888,2100,2222,2454,2498,0.211979023,898,-0.569824219,0.182637484,0.307828134,0.953106642
494,4043,3278,821,1270,1891,2221,2482,2637,2800,2877,2754,0.242072214,857,-0.521927348,0.181645477,0.193775314,2.117395401
481,3677,2656,767,1058,1494,1721,2083,2351,2478,2657,2721,0.22884981,920,-0.5531151,0.194800975,0.247734139,2.118447352
524,4411,3644,802,1224,1990,2297,2536,2752,2791,2976,2910,0.280968581,933,-0.565572316,0.224937517,0.167538172,2.118402481
498,3590,2668.5,699.5,990.5,1357,1643.5,2115,2351.5,2510.5,2653.5,2587,0.212945936,752,-0.567514463,0.176952709,0.298254686,6.769556826
400,1624,812,404,667,501,1034,2239,2682,2644,2867,3396,-0.178426445,673,-0.417721519,-0.238987816,0.681399046,8.498388681
522.5,3059,2420.5,662,911,1201,1445,1738.5,1976,2114.5,2227.5,2287,0.210829247,759,-0.541057935,0.182564995,0.275524054,5.090424502
496,3208.5,2475,756,1121,1481,1870.5,2328.5,2520.5,2763,2751.5,2870.5,0.142596089,658,-0.482157293,0.074604371,0.302073516,2.848995686
487.5,3508.5,2458,624.5,908.5,1127,1548,2016,2254.5,2526,2635,2646,0.190726946,862,-0.58863482,0.162813821,0.382972899,1.904125355
418,2480,1715.5,483,663,794.5,1106,1353,1521.5,1646,1796.5,1983.5,0.211992227,815,-0.578110086,0.202132816,0.348903913,11.39748573
451,3045,2489,629,858,1146,1489,1911,2123,2122,2369,2171,0.207433016,835,-0.560338201,0.178633637,0.298653611,1.90340054
561,3529,2525,606,968,1369,1781,2195,2399,2514,2613,2676,0.22175106,889,-0.569490772,0.167962932,0.294875097,1.329297423
956,2240,1998,657,914,1068,1466,1926,2014,2404,2218,2038,0.038781598,858,-0.420418516,-0.035314384,0.384792627,5.627512689
551,3735,2786,703,1126,1468,1902,2334,2589,2768,2821,2864,0.199677196,654,-0.536720839,0.1487006,0.306893296,1.327232242
368,2294,1519,460,698,665,1135,1605,1828,1958,2053,2114,0.100613725,904,-0.53342246,0.079021637,0.492947007,6.612329313
910,4257,3610,1264,1616,2120,2394,2543,2700,2584,2806,2743,0.247334963,745,-0.449684999,0.24455489,0.098639456,0.927409937
396,2862,2014,545,889,1230,1551,2234,2513,2544,2689,2547,0.13967414,918,-0.525993069,0.058823529,0.348171701,2.118738865
481,2465,1723.5,611.5,851,971,1280.5,1987,2204.5,2332,2460,2868,0.077200408,809,-0.486731001,0.027725662,0.412049652,1.854334169
521,4016,3208,747,1150,1644,2108,2408,2609,2566,2792,2806,0.261562465,703,-0.554781262,0.220297782,0.219002375,1.900580491
515,2322,1305,468,785,670,1161,2360,2813,2783,3030,3179,-0.041486465,761,-0.494689411,-0.090303624,0.611931654,2.08378387
566,3008.5,2506.5,683.5,947,1196,1452,1881.5,2056.5,2213,2279.5,2307.5,0.184199409,1076,-0.52117305,0.152350857,0.298327955,31.59903336
422.5,2952.5,2186,582,830,1073.5,1484,1884,2079,2287.5,2347.5,2740.5,0.167718077,884,-0.561136814,0.126908397,0.361202023,1.854334169
576,3575,2616,832,1276,1628,1888,2712,2970,2834,3098,2961,0.173300259,626,-0.473922902,0.115618661,0.270282385,2.937541008
478.5,3194,2190.5,731,990.5,1318,1724.5,2400.5,2630,2745.5,3051,2879.5,0.129623834,427,-0.526586211,0.075511407,0.351298142,2.652441025
611.5,4592.5,3909.5,1004,1506,2132.5,2478.5,2700.5,2881,2992,3131.5,2812.5,0.25454715,841,-0.506108059,0.21102248,0.16772368,0
919,3185,2743,946,1390,1878.5,2195.5,2418.5,2527.5,2697.5,2623.5,2729.5,0.163087171,911,-0.392349727,0.082872928,0.178977273,1.328787088
646.5,3346,2752,710,1162,1551,1943,2277,2609,2874.5,2669.5,2566,0.15474857,928,-0.48447205,0.075797765,0.299062253,0.952209424
467,3268.5,2577,631.5,1016.5,1524,1939,2218.5,2429.5,2497,2613,2488,0.210074486,909,-0.525554259,0.133813199,0.241979607,2.084637659
998,3504,3199,1092,1448,1814,2148,2481,2849,2859,3033,2765,0.14748085,871,-0.415185784,0.10136728,0.22362508,4.162556291
525.5,2496,1698.5,506.5,711,755.5,1209.5,1663.5,1888.5,1817,2121,2174.5,0.166457399,798,-0.556594949,0.157431022,0.412633625,2.938211679
628,3444,2538,662,1120,1432,1804,2874,3057,3107,3213,3296,0.128050896,655,-0.509202454,0.051442528,0.369024014,3.365555048
585.5,3443.5,2699.5,712.5,1048,1317,1925.5,2506.5,2758,2816,3020,2893,0.148630715,815,-0.533340755,0.100247624,0.36269054,4.162398815
395,3062,2107,525,820,1060,1549,2049,2305,2282,2416,2438,0.189782075,814,-0.577537352,0.145958084,0.365649312,4.704054895
517,4029,3203.5,810.5,1189,1804,2067.5,2383,2605,2744,2899.5,2941.5,0.242716378,934,-0.544269835,0.189723904,0.206684257,2.118431728
339.5,1866,1070,377.5,553,426,1073,2330.5,2689.5,2763.5,2986.5,2960.5,-0.156267256,843,-0.542786275,-0.193865428,0.732873491,1.329066634
1099,2946,2557,890,1254,1578,2031,2317,2523,2598,2607,2470,0.129306041,910,-0.402857143,0.062770563,0.244252874,14.98544823
449,2799.5,1947.5,517,762.5,936.5,1229,1703,1915,2071,2186,2236.5,0.181530677,897,-0.571869736,0.149573966,0.377223608,2.780288458
611,3898,2920,824,1232,1570,1942,2396,2613,2830,2862,2583,0.198859899,763,-0.519688109,0.158739596,0.286363636,4.703355171
600,1949,1226,408,670,565,1170,2267,2605,2460,2798,2648,-0.065774805,905,-0.488354334,-0.115899297,0.626446281,3.000415652
585,3106,2424,670,954,1176,1612,1984,2237,2290,2490,2500,0.182546258,908,-0.530049261,0.151223128,0.321407963,3.704791784
614.5,3513,2755,764,1080,1451,1946.5,2526.5,2794,2596.5,3083,3005,0.192624182,738,-0.529719138,0.150012276,0.283014206,2.114012957
691,4036,3131.5,957.5,1389,1819.5,2319.5,2602.5,2858.5,2842,3071.5,2822.5,0.21294666,835,-0.487926267,0.173596976,0.219349995,2.998552231
402,2732,1998,594.5,818,1008.5,1235,1601,1773.5,1920,2059.5,2142,0.196003197,822,-0.53915493,0.174548581,0.311251494,4.832327973
449,3760,3037,924,1382,1908,2173,2545,2743,3075,3076,2761,0.172649219,869,-0.462465967,0.100219459,0.234196267,0
484,3134,2285,623,854,1074,1463,1784,1977,2045,2277,2337,0.223967423,772,-0.571715145,0.210272253,0.31131773,0.927409947
446,2453,1685,524,717,899,1196,1506,1672,1739,1902,1923,0.193944791,608,-0.547634069,0.170324427,0.318423048,16.34421892
843.5,3017.5,2417,1183,1590,1961,2009,2491,2672.5,2734.5,2861,2830,0.119267086,894,-0.309820944,0.049200278,0.16473219,4.627367506
374,2034,1300,523,753,741,1203,2046,2422,2155,2585,2442,0.017788373,761,-0.459634015,-0.028885175,0.488259669,7.313609364
962,3181,2614,1144,1572,2100,2459,2680,2778,2778,2925,2926,0.147669238,878,-0.338523038,0.067628797,0.13899139,2.938329171
402,3133,2076,589,820,1042,1424,1914,2172,2226,2521,2601,0.194563662,913,-0.585125221,0.169247994,0.362301102,1.854334116
490.5,2678.5,1692,452.5,731,746,1267.5,1960,2150,2205.5,2494,2512,0.126017263,918,-0.571198123,0.096846847,0.494494325,5.972391637
446.5,3107.5,2167.5,598,890.5,1050,1516.5,2285,2612.5,2556.5,2884,3012.5,0.137171772,692,-0.554527264,0.097281073,0.417718009,1.327788242
917.5,4393.5,3762.5,814,1232,1993,2375,2574.5,2746.5,2750.5,2903,2827.5,0.283589589,921,-0.561994489,0.229983203,0.15969221,4.723545271
336.5,2506.5,1658,445,645.5,742,1155,1495,1679.5,1733,1941,1926,0.197272644,696,-0.590418782,0.182450761,0.40040404,10.50080686
629,2904,2225,860,1122,1226,1518,2157,2363,2280,2626,2864,0.136176066,636,-0.442622951,0.12037037,0.300627496,0.950038941
519,2961,2260,585,834,1064,1319,1571,1710,1830,1935,2084,0.25,707,-0.560474308,0.236067627,0.264685556,12.90086555
637,3969,3021,930,1320,1865,2146,2515,2724,2836,2966,3015,0.215416667,871,-0.500850822,0.166495224,0.206551797,3.401526783
832,3118,2651,585,872,1115,1449,1988,2196,2216,2426,2608,0.203582599,890,-0.562907268,0.169103862,0.330531372,2.083818433
660,3686,3004,1040,1496,1904,2110,2591,2767,2932,2921,2839,0.169211462,836,-0.42261675,0.113931701,0.212572374,2.851873367
646.5,4378.5,3521,725.5,1184,1637,2402.5,2769,3054,2935,3306.5,3338.5,0.243385697,905,-0.574292135,0.197374718,0.283902012,1.329491599
558,4028.5,3184,1013.5,1438,1922,2412,2821.5,3047,2971,3302,3226,0.197886261,377,-0.473886399,0.15108222,0.214387901,3.902636051
551.5,3205,2434.5,700.5,1006,1264,1535,1957,2236.5,2514.5,2596.5,2771.5,0.163196252,848,-0.522203752,0.120727336,0.330951436,2.084262464
399,2712,1913.5,545,942,1237,1504,2198.5,2454.5,2509,2668.5,2861.5,0.12780237,773,-0.484400657,0.03888144,0.3395622,3.399171436
441,2822,2172,515,769,1086,1295,1540,1698,1648,1916,2162,0.287432054,887,-0.571707045,0.262639821,0.20555962,0.927409947
766,2746,2231,756,1136,1388,1813,2223,2374,2482,2442,2328,0.121540966,780,-0.414734673,0.050497322,0.282687339,3.800387144
428,2941,2039,559,800,918,1404,1930,2209,2152,2463,2257,0.174733638,837,-0.57230687,0.154918516,0.401954397,6.689260431
896,3092,2633,919,1250,1407,2041,2619,2900,3042,3148,2881,0.063593381,665,-0.424228466,0.008151288,0.367498314,2.937656827
428,2952,1998,662,953,1324,1528,2231,2529,2600,2737,2937,0.13451844,914,-0.51190781,0.063400576,0.325178389,2.780288516
480,3119,2186,624,905,1184,1469,1913,2158,2433,2469,2373,0.169293478,725,-0.550198807,0.123559078,0.345313796,7.571913242
417,2597,2092,534,789,1058,1220,1566,1695,1742,1914,2060,0.232507166,883,-0.533963379,0.197050012,0.244285714,3.402957439
431,2719,1916,548,762,978,1301,1858,2028,2151,2291,2196,0.156035022,774,-0.562194772,0.116632444,0.374880153,19.62019923
454,2702,1872,442,744,792,1224,1922,2129,2514,2347,2694,0.083410853,837,-0.568195009,0.036042945,0.520871143,11.82111245
469,2679,2234,492,680,993,1305,1459,1613,1739,1837,1884,0.244113163,923,-0.595117595,0.212765957,0.273060029,2.657886832
718,3512.5,2799.5,797,1095,1415.5,1772.5,2085,2317,2270,2511,2632.5,0.232770482,797,-0.524688009,0.21487246,0.231854565,1.902266938
557.5,3719,2903,760,1083,1502,1884,2360,2635.5,2756,2879,2994.5,0.195147076,786,-0.548937943,0.148725869,0.294504462,5.762902138
568,2979,2338,705,1096,1640,1760,2264,2512,2796,2687,2582,0.137684729,923,-0.46208589,0.031688312,0.260595131,2.084536791
528,3140,2281,723,954,1346,1633,2014,2219,2552,2563,2498,0.156036593,833,-0.533952125,0.103302881,0.30938943,8.602746175
427,2799,2389.5,583,781.5,1054,1311.5,1623.5,1824.5,1948,2115.5,2101,0.207080201,923,-0.563468789,0.179271119,0.297801466,3.001415755
507,4204,3278,793,1144,1674,2188,2451,2672,2710,2882,2673,0.253171304,705,-0.572176515,0.216083309,0.236313869,4.627367506
400,2668,1711,493,758,783,1318,2284,2568,2648,2905,2797,0.047026699,673,-0.557501459,0.003762227,0.543573302,2.780288515
618,4752,3848,752,1166,2008,2370,2614,2804,2820,2983,2974,0.308555943,890,-0.605947955,0.255150555,0.168185584,1.329194535
436,3315,2355,660,935,1312,1656,2137,2391,2576,2705,2516,0.176904489,508,-0.56,0.125445595,0.325102881,10.00279999
399.5,2506.5,1729.5,502.5,716,859,1131,1638,1863,2122,2163.5,2378.5,0.123706177,830,-0.555624515,0.08307227,0.423683328,2.654705763
1069,3412,3056,1122,1346,1666,2223,2413,2602,2490,2785,2826,0.168699655,773,-0.434216057,0.156218231,0.198267565,3.979704948
469.5,2355.5,1752,436,661,811,1120.5,1510,1680,1806,1925.5,1906,0.17093464,857,-0.561743743,0.132043734,0.380206343,16.03752002
615,4132,3251,943,1418,2022,2159,2638,2883,3006,3113,3057,0.218252004,888,-0.489009009,0.157747268,0.195704057,1.329322961
477,2987,2166,632,1005,1516,1707,2279,2516,2440,2730,2693,0.188910891,901,-0.496492986,0.100792335,0.233569262,0.927409947
393,2150,1587,422,581,623,973,1216,1370,1382,1583,1708,0.211710728,720,-0.57451483,0.217440544,0.378553616,7.569476604
417,2851,1979,489,725,909,1142,1602,1766,1955,2069,2162,0.212121212,828,-0.594519016,0.186433625,0.365223464,14.38612938
290.5,1868.5,1016,306.5,540.5,462.5,953.5,2062.5,2578,2706,2798,2976.5,-0.12753813,870,-0.551266086,-0.183080118,0.708063753,2.657021603
985,2207,2062,1172,1428,1603,1685.5,1866.5,1905,1896,1984.5,2129,0.107880198,900,-0.214305365,0.075798196,0.083738211,4.723417216
525,3663,2762,648,1006,1474,1936,2300,2588,2552,2778,2821,0.232337771,733,-0.569072607,0.178761062,0.267759563,5.090839863
706,3322.5,2546,963.5,1332,1715,1869,2442,2636.5,2874,2849,3022,0.135211268,909,-0.427650661,0.072379569,0.252560471,0
582.5,3045.5,2298.5,627,1017,1202,1749.5,2414.5,2629.5,2752,2837,2812.5,0.113879237,606,-0.499323077,0.05062527,0.392008093,2.846138442
642,4285,3311.5,799.5,1149,1728,2166,2482,2747,2729,2999.5,3057,0.260388828,917,-0.577107103,0.22184203,0.224590532,1.329694003
406.5,2640,1746,427,704,771.5,1438,2218,2525,2637.5,2888.5,2693.5,0.053582458,877,-0.578947368,4.74E-04,0.547374597,1.328998232
493,2853,2084,507,716,785,1413,1727,1960,1950,2219,2292,0.193765381,887,-0.598767162,0.188007495,0.425959781,5.547544956
573,3331,2595,680,986,1438,1789,2222,2448,2548,2695,2699,0.192697261,706,-0.543201297,0.133185916,0.278474661,3.365366615
714,2240.5,1538.5,484.5,711.5,773,1232,2407,2746,2481,3031,2874.5,0.008028098,840,-0.51795393,-0.050937202,0.52489244,2.938106197
557,3914,3152,764,1266,1914,2212,2638,2787,2872,2944,2964,0.231614539,662,-0.511196911,0.153551429,0.200167154,2.99408887
709,3333.5,3058.5,1079,1460,1824,2020,2138.5,2287,2318,2435.5,2262.5,0.205798118,696,-0.390841765,0.179686809,0.119266055,10.13936234
482,3084,2166,634,866,1192,1557,1861,2037,2104,2347,2338,0.219275734,516,-0.561518987,0.188897456,0.276699029,13.23369884
634,4897.5,4291.5,928,1487,2358,2824,3032,3235.5,3209,3367,3266,0.273732719,928,-0.534184353,0.208289644,0.152865098,2.11913764
402,2857.5,1873,442,772,787,1391,2368,2710.5,2749,2965.5,2881.5,0.066344817,777,-0.574597052,0.019352537,0.554864253,5.091561322
512,3106,2428,558.5,811.5,1080.5,1505,1894,2112,2117.5,2349,2527,0.22010929,816,-0.585705169,0.18924093,0.324265166,3.912569642
566,3930.5,3084.5,938,1363,1901,2218.5,2684,2854,2988,3059.5,3073.5,0.195285678,895,-0.485028809,0.136228951,0.222335856,3.402354405
