B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,bsi,elev,mndwi,ndbi,ndvi,slope
509,2837,2267,534,764,963,1272,1591,1784,1896,2100,2514,0.219903692,840,-0.575673424,0.198816818,0.32633788,4.705228772
791,3643,2699,807,1084,1295,1860,2463,2755,2886,3061,3073,0.14424748,851,-0.541358155,0.115944249,0.380530973,3.980834484
517.5,2971.5,2051,425.5,691.5,907,1540.5,2197.5,2455,2255,2825,2836.5,0.182649794,899,-0.622440622,0.137089831,0.42631246,1.32912974
504.5,2674.5,1700.5,509,860.5,972,1341,2336,2609,2607.5,2782,2970.5,0.078367588,825,-0.513154173,0.012684589,0.456907389,2.999148369
525.5,3118.5,2338,608,905,1098,1403.5,2481.5,2770.5,2905,2910.5,3045.5,0.091014943,696,-0.55014291,0.035444509,0.451411441,2.996869607
558.5,3011,2314.5,623,1005,1281,1585,2195,2413.5,2674,2668,2909.5,0.131110818,920,-0.499501992,0.059278804,0.352212389,1.329705715
422,2487,1697,485,694,797,1433,2208,2451,2336,2715,2335,0.075839476,803,-0.563659227,0.031308314,0.49122247,2.938203145
626.5,3087,2380,636.5,906,1091,1476.5,2009.5,2240.5,2200,2504.5,2909,0.191246703,797,-0.54620586,0.167770002,0.336979641,7.17127294
573,2983,1917,683,927,1204,1481,1896,2129,2298,2466,2478,0.168247768,877,-0.525831202,0.129710282,0.312392918,1.854334169
374,1715,928,400,719,606,1161,2131,2501,2542,2724,2684,-0.11799354,702,-0.409202958,-0.194268264,0.614993647,2.083582983
583,4253,3445,824,1238,1927,2292,2472,2690,2734,2891,2776,0.269254467,852,-0.549080313,0.21740375,0.173138811,4.162644386
441.5,2667,1837.5,616,868.5,1146,1462.5,1832,2066.5,2220,2318,2346,0.146939389,922,-0.508697497,0.091467158,0.319073084,2.117598149
632,3483,2845,752,1110,1610,1908,2124,2326,2380,2523,2509,0.238419453,894,-0.516655781,0.188128944,0.192982456,0.927409937
454,3428.5,2750.5,589,891,1111.5,1608,2037.5,2216,2205.5,2494,2348.5,0.237984866,872,-0.587452251,0.217074902,0.329816099,3.823915431
379,1631,874,350,597,448,986,2123,2592,2684,2778,3220,-0.186778799,691,-0.464093357,-0.244032445,0.713920817,5.760120452
495,3342,2605,737,1118,1512,1802,2295,2506,2670,2645,2853,0.175160392,903,-0.498654709,0.111776447,0.276901004,2.084462404
474.5,2643,1840,576.5,812.5,1043.5,1458.5,1921,2170.5,2340,2413,2701.5,0.11661366,932,-0.529735205,0.060806743,0.383183094,2.08411026
507,3607,2812,855,1238,1616,2127,2607,2916,2968,3124,2998,0.154764537,906,-0.488957688,0.097186312,0.294938918,2.084522009
524.5,2918,2216.5,617,948.5,1336.5,1533,1879,2038,2103,2177,2274.5,0.220015772,856,-0.509375404,0.162318263,0.222852159,2.116832207
387,2417,1716,520,771,951,1304,1601,1836,1896,2046,2054,0.164591978,826,-0.516311167,0.120797589,0.331928346,2.654814482
419,2900,2151,496,778,1094,1597,2174,2400,2414,2578,2576,0.157010429,728,-0.576943991,0.09145653,0.376282782,1.899760604
546,3236,2494,656,950,1206,1619,2013,2238,2358,2577,2558,0.191523605,815,-0.546106068,0.156953879,0.323232323,7.580985251
461.5,2923.5,2248.5,579.5,870.5,1102,1478.5,2034,2262,2312,2489.5,2523.5,0.163943906,687,-0.541117554,0.116798778,0.354422964,2.083476938
482.5,2903,1644.5,428.5,818.5,618.5,1299,3685,4384.5,4340,4628.5,4025.5,-0.150422195,923,-0.560123606,-0.198398454,0.750529394,3.983614266
505,2705,1861,587,931,1057,1602,2383,2653,2664,2958,2905,0.07286468,744,-0.48789879,0.007636431,0.431873152,4.668721676
420,3339.5,2575,495,842,1215,1658.5,2251.5,2460.5,2362,2617,2700.5,0.229035958,977,-0.597273706,0.171446111,0.320659771,2.083191573
866.5,2769.5,2146,917,1294,1501.5,1771.5,2422.5,2612,2828.5,2780.5,2721,0.065552298,914,-0.363110619,-0.010539478,0.306466513,2.115910338
586.5,4320.5,3566,934.5,1499,2137,2294,2563,2842.5,2969,3024.5,2872.5,0.246501303,722,-0.484835467,0.185403663,0.162945554,4.831376639
590,3131,2304.5,905.5,1301,1787,1894.5,2523.5,2752,2737.5,3033.5,3000,0.1489312,638,-0.412906137,0.06705291,0.210078462,2.113374143
455,3110,2121,530,774,880,1419,2023,2264,2030,2558,2606,0.218320611,902,-0.601441813,0.210116732,0.395189003,0
394,1640,770,362,597,394,983,2608,3188,3118,3488,3391,-0.262241567,672,-0.466249441,-0.31063472,0.775626424,2.114722351
505,3255,2294,499,819,848,1530,2552,2882,2920,3135,3070,0.090933262,658,-0.597938144,0.054251012,0.549893843,2.112984657
725,3973,2904,850,1238,1686,2009,2530,2868,3052,3113,3260,0.183767388,759,-0.524851276,0.131103203,0.288307303,1.854334169
429,3292,2335,605.5,836.5,1200,1716.5,2207.5,2506,2390,2811.5,2587.5,0.199866444,907,-0.594768076,0.15874692,0.331476323,3.704791834
745,2993,2289,775,918,1057,1334,1796,1929,1988,2173,2285,0.188903567,860,-0.530554845,0.201766714,0.305747126,19.62322235
514.5,2781.5,1996.5,492,800,966,1482,2162,2384.5,2350,2683.5,2795.5,0.137415585,853,-0.553259807,0.084088473,0.417370326,0.952095654
1156,3664,2855,765,1200,1778,2052,2304,2473,2308,2425,2552,0.278214915,843,-0.506578947,0.227059612,0.129711209,1.902823486
578,4306,3458.5,1047,1599,2329,2604,2833,3025,3250.5,3190.5,3022,0.213812028,693,-0.458425064,0.139681069,0.165158168,5.088355957
676,3648,3015,816,1288,1848,2298,2570,2726,2740,2881,2836,0.214317278,821,-0.478119935,0.142141515,0.194420227,3.3673979
442.5,3133.5,2422,642,1062,1346,1951.5,2665,2973.5,2991.5,3136,3260,0.104277086,581,-0.493743296,0.023183673,0.379365994,2.65273118
593,3530,2668,704,1018,1434,1788,2316,2579,2764,2822,2706,0.177419355,887,-0.552330695,0.121703209,0.316817532,2.65654035
520,4041,3302,753,1200,1944,2319,2571,2746,2841,2907,2716,0.249608519,935,-0.542072124,0.174367916,0.187460815,2.084658674
438,3091,2241,677,1015,1242,1697,2112,2359,2383,2573,2381,0.172189909,677,-0.505601559,0.129338692,0.314758621,2.083468442
453,3048,2592.5,529,675.5,841,1367,1909.5,2233.5,2334,2430.5,2416,0.151954976,926,-0.63716933,0.132664437,0.47023622,2.119021548
342,2480,1639,415,628,677,1057,1490,1643,1766,1972,2002,0.182840015,968,-0.595881596,0.168158267,0.445763406,1.327528
335,2185,1333,431,619,677,1054,2108,2376,2464,2750,2507,-0.005732152,567,-0.558487874,-0.060012906,0.568927093,0.927409937
401.5,2302.5,1554.5,400.5,727.5,687,1235.5,2042,2293,2670,2545,2840,-0.013366337,909,-0.51980198,-0.073906486,0.590705987,2.780288516
514.5,3184,2346.5,531.5,819,1111.5,1667,2090,2276.5,2408.5,2518.5,2543,0.187340198,738,-0.590806895,0.138667859,0.368465909,2.115536233
568.5,3131.5,2411,570.5,849.5,1051.5,1559.5,1923.5,2121,2181.5,2404.5,2441.5,0.206344629,817,-0.573222808,0.178806701,0.349520569,3.824411631
345,2437,1486.5,509,771,899.5,1165,2495,2910,2989.5,3065,3099.5,-0.023701536,685,-0.519326683,-0.101815166,0.537413217,1.89892605
1067,4405,3804,1332,1742,2343,2708,2976,3156,3197,3423,3428,0.196772191,799,-0.433219457,0.158905551,0.154151625,4.225827553
572,3218,2461,807,1176,1578,1920,2348,2560,2576,2725,2694,0.172759506,655,-0.464724624,0.11080428,0.240250361,2.993961474
547,2454.5,1964.5,675.5,898.5,1076,1399,1658,1788.5,1855,2002.5,2056.5,0.164989276,734,-0.464062034,0.139111266,0.265779597,7.575539589
430,2905,1982,428,667,620,1476,2711,3170,3264,3364,3529,-0.023139809,913,-0.626539754,-0.058194197,0.680741504,0.953082535
770,2930,2326,783,1128,1390,1833,2294,2488,2437,2668,2335,0.145888594,757,-0.444061114,0.091857649,0.273582441,2.938074824
314,2597,1871,517,861,1112,1381,2293,2547,2622,2761,2982,0.083235981,949,-0.502024291,-0.00479019,0.404392073,1.854334116
528,2816,2116,623,911,1124,1601,2011,2193,2283,2467,2630,0.151037102,393,-0.511134961,0.1045303,0.340181978,3.364687443
538,2483,1917,704,965,1108,1406,1894,2039,2196,2234,2141,0.106455092,792,-0.44025522,0.061337893,0.329297821,15.68419456
586,4168,3241.5,790,1237,1941,2198,2627.5,2787,2808.5,3028,2919,0.258614473,674,-0.542275671,0.194868487,0.182650805,1.90053916
941.5,2954,2813,1075,1376,1481,1859,2098.5,2305,2338,2465.5,2640.5,0.130224261,686,-0.36443418,0.116402116,0.224404294,3.704791784
387,3203,2560,620,839,1180,1428,1796,2022,2191,2381,2387,0.21851543,784,-0.584858981,0.187615869,0.299911006,3.704791784
414.5,3326,2312,560.5,780.5,1150,1803,2245.5,2510.5,2540,2802,2736.5,0.181548208,896,-0.619870936,0.133992499,0.376693767,0.952975392
788,4357,3908.5,1058,1580,2395,2777,2976,3170.5,3212,3419.5,3345.5,0.225185992,628,-0.467744652,0.151274937,0.145710719,0.949487746
480,2647.5,1990.5,612.5,848.5,1068,1418,1792.5,1965,2043,2162.5,2311.5,0.166378904,727,-0.514588101,0.128877518,0.31340405,11.82106781
524,2756,2158,639,875,1112,1472,1989,2127,2164,2362,2378,0.15964623,807,-0.518039108,0.120325203,0.321123321,7.624153097
371,2816,2004.5,491,722.5,957,1327,1895.5,2124,2234,2416.5,2372.5,0.161280394,926,-0.591634874,0.115247525,0.400188029,0.927409937
411,2733.5,1909,598,755,1017,1357,1737,1934,2004,2278,2294.5,0.180794963,882,-0.567149205,0.153984169,0.326713009,22.64700699
568,3067.5,2041,728,1070,1382,1524,1998.5,2247.5,2449,2433,2698,0.166852422,926,-0.482779456,0.112118191,0.278517358,5.427990387
871,4597,3788,1152,1745,2320,2536,2874,3102,3293,3309,3344.5,0.21756733,952,-0.44970041,0.165272497,0.173347586,4.222237587
502,2753,1846,673,982,1090,1440,2441,2780,3140,3094,2844,0.003918495,890,-0.47416332,-0.065671135,0.48463357,2.084394932
583,3413,2447,662,980,1438,1901,2256,2522,2580,2791,2759,0.19881379,912,-0.553835648,0.138995495,0.284221005,0.927409947
967,2651,2296,1108,1444,1696,1886,2135,2301,2226,2362,2410,0.131883869,887,-0.294749695,0.087143736,0.135135135,1.328773373
1020,2688,2023,1036,1324,1526,1640,2205,2394,2492,2615,2669,0.088607595,858,-0.33998006,0.037837838,0.240418118,2.780288515
469,3252,2306,650,1010,1376,1736,2135,2363,2644,2702,2681,0.16839182,921,-0.526044111,0.10312076,0.315422886,1.854334169
519,2921,2058,616,941,1124,1466,2219,2439,2476,2770,2870,0.133529494,854,-0.512687727,0.082453215,0.375555556,1.328962207
534,3732.5,3052,727.5,1086,1800,2051,2358.5,2504,2565.5,2748.5,2665,0.253753328,653,-0.549237315,0.18529692,0.175352193,5.752934933
525,2824,2240,659,902,1075,1573,1854,1987,2017,2215,2101,0.186007605,678,-0.515834675,0.166701095,0.30465718,27.34471893
481,2253,1484,420,751,596,1269,2326,2664,2852,2942,2788,-0.069106355,883,-0.5,-0.117335945,0.654292343,1.329423108
425,2685,1954,531,752,930,1281,1711,1914,2088,2132,2193,0.159769009,717,-0.562409078,0.125078567,0.383697813,12.16203893
787,3266,2476,645,1044,1548,1882,2067,2217,2138,2323,2731,0.267342372,884,-0.515545244,0.208734271,0.160065111,0.927409947
633,2855,2441,679.5,898,1098,1379.5,1767,1931.5,1849,2143,2212,0.219779372,735,-0.521449507,0.213860544,0.254835426,4.66948411
510,3085.5,2328,561,838.5,1108,1376,1758.5,1936.5,2011,2208.5,2258.5,0.239671865,792,-0.572629969,0.210830962,0.28951587,6.772275219
590,3812,2959,701.5,1121,1765,2186.5,2981.5,3293,3279,3520,3290.5,0.16704159,941,-0.545509832,0.075165703,0.300158604,1.329739497
599,2917,2003,572,898,974,1596,2290,2570,2210,2707,3343,0.166192117,914,-0.529226737,0.137897406,0.388190955,0
521,3339,2438,804,1070,1464,1892,2533,2864,2753,3151,3199,0.149043062,881,-0.514629168,0.096191727,0.305667536,2.084235958
481,2519,1587,572.5,885.5,1042.5,1344,2302,2654.5,2850,2933.5,2769.5,0.019902635,897,-0.479806139,-0.061650214,0.464354528,2.8559205
403,2119.5,1419,468,783.5,860.5,1269,2182.5,2485.5,2506,2645.5,2919,0.001007726,914,-0.460213572,-0.083558534,0.488786574,1.854334169
460,2973,2078,753,1036,1528,1659,2524,2845,2888,3058,3120,0.105625154,892,-0.483162884,0.014502645,0.307971014,1.329296589
552,2727,2289,650,899,1109,1274,1479,1676,1932,1978,2053,0.195387971,894,-0.50413679,0.170637476,0.27063466,13.37770044
480.5,3122,2124.5,583.5,890,1096,1546.5,2206,2491,2530,2824,2974.5,0.150651299,912,-0.556331007,0.104741684,0.39547711,1.329682248
421.5,3263.5,2340.5,622,969,1344,1822.5,2388.5,2622,2601,2818.5,3492.5,0.176808633,930,-0.542114589,0.112967857,0.318631179,2.658051204
454,2963,2368,621,929,1232,1565,1958,2134,2370,2378,2478,0.16754801,742,-0.522610483,0.11119445,0.315935591,4.723235988
571,2761,1878,433,750,563,1369,2647,3076,3388,3290,2873,-0.069559132,697,-0.57277129,-0.1019678,0.715008859,2.083417074
643,4085,3590,879,1324,1962,2305,2621,2821,2837,3021,2955,0.238758578,949,-0.510445554,0.180294713,0.182329652,2.994896889
416,3282,2525,720,1108,1588,1611,2121,2315,2622,2564,2334,0.186069167,669,-0.495216401,0.111788618,0.245605701,4.738733292
714,2868,2171,702,1035.5,1266,1637,2319.5,2648.5,2732,2828,2886,0.092494715,717,-0.469450493,0.024285714,0.366683342,2.937883691
547,2637.5,1916.5,551,761.5,911.5,1286.5,1646,1794.5,1904.5,2045,2088,0.182113415,793,-0.551927037,0.161382651,0.352627841,4.627367506
403.5,3387.5,2525,572,947.5,1449.5,1799,2344,2610,2595,2803,2877.5,0.208645677,741,-0.562860438,0.132469703,0.283224132,2.937795639
602.5,2970.5,2080,691.5,1062,1161.5,1704.5,2581.5,2796.5,2880,3045,3320,0.072759135,899,-0.473279603,0.015468763,0.425213411,3.002055854
559,464,350,346,368,263,385.5,298,295.5,248,375,1319,0.100681302,871,-0.115384615,0.303370787,-0.029354207,5.096464793
629,3371.5,2939,794.5,1071,1482,1757.5,1895,2062.5,2155.5,2255,2354.5,0.243929006,767,-0.517839055,0.220010856,0.185154639,3.799468517
411,2367,1515,513,725,858,1166,1997,2345,2294,2651,2470,0.069297082,445,-0.531047865,0.015661875,0.455583756,2.112004519
678,2834,2298.5,724,1120,1364,1757,2246.5,2542,2715,2727,3056,0.099384575,909,-0.433485078,0.021445305,0.33120863,1.329479933
804,4058,3069,1176,1776,2684,2811,3070,3266,3362,3151,3092,0.195390071,931,-0.391155297,0.093800539,0.112140258,2.117768464
762,4321,3204.5,971.5,1334,1801,2178,2585.5,2840.5,2904,3156,3326.5,0.224706177,884,-0.528205128,0.196124567,0.234431456,1.90433441
634,4089,3402,989,1476,2104,2168,2520,2766,3042,2950,2819,0.211463224,896,-0.469541779,0.146823727,0.182277497,1.854334169
624,4139.5,3483,815.5,1171,1919,2235.5,2474.5,2664,2698.5,2875.5,2784,0.265813528,732,-0.558986913,0.210734133,0.168814293,0.927409937
391.5,2005.5,1417,411,646.5,631.5,1000,1426.5,1580,1609,1810.5,1997,0.132488727,815,-0.512443439,0.109697054,0.436286543,11.15327688
427,2642,1847,654,869,1041.5,1359.5,1897,2137.5,2273,2422,2401,0.11443915,854,-0.504984335,0.075076297,0.371549253,4.224727743
493.5,2496.5,1777,555.5,707,832.5,1172,1451.5,1632.5,1726,1869.5,1987,0.186703502,696,-0.558607773,0.182474837,0.349228063,26.63620383
558.5,3988,3173.5,846.5,1227,1789,2168.5,2468,2682.5,2719,2910.5,2866,0.236713942,717,-0.529434324,0.189205308,0.206299911,6.872977132
420,2244,1416,440,720,847,1268,2203,2542,2514,2661,2969,0.022663358,886,-0.51417004,-0.056746532,0.495983338,4.672908374
414.5,2376,1689.5,477,763,753,1265.5,1935,2160.5,2206.5,2365,2265,0.076645161,880,-0.513857917,0.036988543,0.491130258,9.247748375
580,3472,2483,774,1066,1372,1676,2125,2326,2558,2659,2579,0.184931507,691,-0.530189511,0.151575456,0.30178117,0.950886535
604.5,3207,2104,683.5,1045.5,1157,1653,2769.5,3249.5,3162,3558.5,3143,0.063158536,876,-0.508289242,0.007065473,0.464227831,0.952799857
522,2853,2117,581,770,1003,1267,1524,1741,1888,1997,2315,0.219288538,853,-0.574937897,0.203543556,0.306122449,2.656265259
658,3154,2447,915,1286,1549,1943,2540,2714,2661,2881,2681,0.136127552,865,-0.420720721,0.084780739,0.264133017,0.927409937
453,2544,2000.5,482.5,622,821,1123,1295.5,1492,1503,1742.5,1881.5,0.257826371,815,-0.607075174,0.257227576,0.293459552,14.88881186
637,3294,2643,969,1366,1644,2224,2816,3104,3110,3248,3448,0.0952645,664,-0.413733906,0.028732042,0.308371897,5.547544895
529,4017,3101,715,1132,1745,2009,2311,2500,2586,2734,2730,0.271543639,869,-0.560302971,0.216719673,0.194181482,6.773789683
622,3261,2548,728,970,1236,1715,2024,2142,2166,2411,2319,0.216885401,794,-0.541479556,0.201768933,0.273368607,4.162489414
489,2648,2056,877,1194,1542,1656,2183,2479,2596,2699,3071,0.093566488,879,-0.378448725,0.009916095,0.254712421,2.938374996
412,3310,2407,738,1168,1678,1703,2256,2544,2780,2812,3036,0.172819186,725,-0.478338544,0.087027915,0.247196052,3.398825884
655,4129,3310,755,1128,1450,2392,2738,2924,2504,3130,2864,0.262502829,746,-0.570857904,0.244987185,0.266565503,8.056264739
546,2853,2357,742,946,1214,1451,1706,1850,1910,2057,2049,0.210596815,952,-0.501974204,0.197984464,0.222791293,20.9173861
430,2354,1373,583,890,836,1257,2313,2664,2990,3026,3078,-0.056631672,644,-0.451294698,-0.119011976,0.562990068,0
671,3202,2191,531,875,972.5,1566.5,2668,3131,3082,3228,3213,0.072102729,697,-0.570762816,0.019096117,0.520286102,4.830565305
361.5,1428.5,635,369.5,591,351,846,3060,3630.5,3531.5,4090.5,3849.5,-0.373470645,696,-0.414706611,-0.423991935,0.819188667,0
658,4019,3064,875,1376,1888,2062,2477,2782,3008,3111,3077,0.206741573,910,-0.489898054,0.14387363,0.22875817,0.952597916
403,2306,1485,638,930,1034,1203,2118,2482,2545,2811,2985,0.02406868,639,-0.425216316,-0.049268192,0.422184968,0
500,4192,3075,753.5,1167,1708.5,2280,2604,2845.5,2846,3066.5,2857.5,0.242210526,695,-0.564470983,0.191247513,0.249752992,3.704791784
352,2859,1914,485,725,968,1347,1878,2115,2238,2453,2460,0.168549618,894,-0.595424107,0.121836374,0.396132252,2.118633032
384,2445,1742,479,687,796,1183,1657,1820,1830,2152,2149,0.167927928,818,-0.561302682,0.143859649,0.39375476,2.780288458
602,4412,3464,960,1470,2233,2560,2818,3062,3196,3317,2857,0.230441626,925,-0.50017001,0.159831756,0.177380733,3.803518306
521,3249.5,2408,747.5,1069,1415,1680,2252.5,2486.5,2531.5,2735.5,2882.5,0.174419337,889,-0.50492069,0.124199965,0.282908907,1.328995162
687,3967,3216,910,1244,1740,2112,2402,2572,2737,2825,2815,0.220226641,856,-0.522548455,0.183472554,0.222693768,2.116539655
721.5,2499.5,2045,698.5,891.5,921.5,1484,2135,2365,2453.5,2483.5,2716,0.040924996,729,-0.474196402,0.009287301,0.453925926,4.161857363
378,2439,1674,460,600,755,1091,1439,1609,1691,1923,2074,0.195135641,900,-0.605133268,0.181113801,0.382665576,12.51955223
816,4543,3470,1030,1678,2322,2651,2771,2960,2865,3056,2933,0.276022305,877,-0.460536891,0.226511879,0.104684789,0.952496149
474.5,2736,1902,514,768,889.5,1297.5,1732.5,1978,1983.5,2230,2456,0.18422342,555,-0.561643836,0.159444856,0.380786634,12.60401344
467,3520,2640,702,944,1310,1481,2126,2400,2380,2646,2543,0.220930233,888,-0.577060932,0.193220339,0.2899729,1.854334169
749,3552.5,3067.5,1388,1851,2192,2469.5,2883.5,3032.5,3008,3205,3131,0.132981608,721,-0.314888498,0.082996723,0.156923077,2.937879086
407,2205,1294,422,758,673,1167,2230,2602,2674,2815,2904,-0.036491463,897,-0.488356396,-0.096126255,0.59784882,4.840954781
540,2939,2121,557,882,1096,1439,2033,2343,2464,2614,2784,0.143707483,945,-0.538340748,0.087914122,0.384269663,2.780288516
1033.5,1833,1471.5,868,1010,1059.5,1170.5,1809,1934.5,1650,2022.5,2322,0.069217263,902,-0.289482941,0.052540913,0.217936889,3.40116858
402.5,2875.5,2060.5,586,811.5,1073,1435.5,1941,2144,2244,2443.5,2418,0.165007007,723,-0.559804719,0.12335189,0.353029846,13.54498607
404.5,2461.5,1795,514,739,866,1279.5,1684.5,1886.5,2062,2114,2253.5,0.127297366,903,-0.538197157,0.088316569,0.408469945,0.927409937
480.5,2788,1896.5,495,812,879,1476,2376.5,2676.5,2678.5,2946,2940,0.072143849,709,-0.548888889,0.020031099,0.505832748,2.780288516
351,2519.5,1945,436,643,832,1092.5,1449,1660,1768,1904.5,1942.5,0.206552066,866,-0.593359684,0.175276968,0.36,15.10594749
482.5,3200,2427.5,716.5,1057,1225.5,1765.5,2450,2691,2794.5,2922.5,2971.5,0.115227115,629,-0.503406155,0.067645342,0.390298507,2.653008267
606,3672.5,3078.5,811,1140,1587.5,1810,2099,2244,2431,2503,2829.5,0.237355916,775,-0.526233766,0.203407881,0.209904193,5.688666249
335,2671,1682,562,837,890,1417,1995,2199,2220,2424,2593,0.122812549,774,-0.522805017,0.092210182,0.427652733,2.655227327
344.5,2253,1426.5,473,772.5,747,1244.5,1821,2070,2228,2379.5,2219.5,0.052446939,752,-0.489340605,0.005579112,0.497815126,17.2668457
547,4074,3037,944,1296,1894,2634,2877,3057,2679,3078,3014,0.244500052,939,-0.517318436,0.206574856,0.171659742,1.329322934
587,3378,2564,639,984,1240,1801,2505,2780,2858,2942,3107,0.138139248,640,-0.548830812,0.083386786,0.394826745,1.854334116
472,3568.5,2855,859,1281,1875,2089,2456.5,2616.5,2721,2785.5,2625.5,0.206516319,920,-0.471698113,0.13474839,0.184073107,2.938414388
509,2122,1453,409,645,550,1201,1983,2311,2368,2526,2207,-0.019269591,908,-0.53379111,-0.054788419,0.623029472,43.81875314
456.5,3064,2116,618.5,890.5,1305,1655,2105,2320.5,2426,2697,2568.5,0.178660552,516,-0.549627007,0.116211293,0.300455642,28.15672684
560.5,3106,2117.5,720.5,969,1262,1530.5,1888.5,2133,2326,2494,2601.5,0.178231843,884,-0.524417178,0.14359352,0.296544036,0.952563232
588,3873,2993,858,1256,1714,2183,2640,2906,3010,3216,3137,0.181808567,607,-0.510235913,0.125381374,0.274343776,2.937466294
534,3083,2113,638,990,1234,1627,2067,2262,2360,2501,2469,0.180314422,919,-0.513871839,0.132831159,0.313299944,1.854334116
559,3273,2559,680,1088,1350,1811,2334,2604,2526,2821,3057,0.180993741,714,-0.501031873,0.128815313,0.303405573,0.927409937
584,2534,2024,623,802,984,1214,1420,1572,1697,1826,1791,0.205207263,914,-0.519184652,0.197825573,0.265945543,8.6866296
644,3187,2513,761,1084,1334.5,1825.5,2529.5,2759.5,2933,2990,3133,0.100724241,680,-0.492390541,0.041503268,0.374575278,4.160940924
629.5,3391,2544.5,674,1081,1466.5,1941,2418,2656,2730,2868.5,2994.5,0.175936573,873,-0.516547406,0.107988891,0.301084237,3.980091324
639,3873.5,2912,852,1185,1662,1977,2327.5,2551,2753,2861.5,2912,0.211202888,731,-0.531481665,0.16909379,0.247112118,2.083649081
417,3123,2215,607,874,1104,1532,1898,2103,2274,2421,2109,0.189364097,654,-0.562672004,0.157309616,0.346358792,3.704791834
573.5,3076.5,2326.5,595.5,858.5,1162,1626,2040,2234.5,2392,2498.5,2874,0.173124827,707,-0.563659466,0.125171436,0.346088914,3.398400784
554,2671.5,2200,732,978.5,1160.5,1536.5,1769.5,1944,2011,2085.5,2216.5,0.165627376,878,-0.463835616,0.141057128,0.268169636,0.927409937
475,2850.5,1771,526,830,723,1322.5,2996.5,3654.5,3439.5,3948,3647.5,-0.051996286,648,-0.548974324,-0.0936407,0.652612613,2.93759257
648,3350.5,2773,747,1066,1512,1896.5,2070.5,2167,2190,2369,2172.5,0.2468748,942,-0.517264802,0.20945763,0.183144246,16.56489171
503,2572,1903.5,616.5,864,961.5,1315.5,1657,1850,1961.5,2112,2159,0.156344596,854,-0.497089639,0.134664167,0.342114266,16.89914237
544,3175,2519,796,1122,1420,1675,2155,2374,2604,2691,2795,0.149468418,889,-0.477775192,0.098806022,0.294234592,6.697044549
746.5,3831.5,2923.5,836.5,1177,1681.5,2002,2589,2870,2925,3169,2930,0.188851151,828,-0.529999002,0.134167098,0.269944643,3.912804365
419,2263,1352,458,740,700,1169,2376,2835,3272,3082,2307,-0.114597341,673,-0.507159507,-0.18229449,0.647532729,0.950659585
740,4352,3698,999,1474,2178,2597,2801,2978,3072,3230,3117,0.231959249,837,-0.493992448,0.172413793,0.170285714,4.705020428
390.5,2474,1962.5,472,652,803.5,1073,1335,1514.5,1734.5,1772,1827.5,0.195295405,779,-0.582853487,0.175715813,0.366824271,17.98640255
644,4088,3109.5,940.5,1469,2064,2341.5,2722.5,2953,3115.5,3156.5,3087,0.205329154,670,-0.471297463,0.135003818,0.203011874,2.937500954
1167,2740,2831,1836,2166,2414,2065,2163,2300,2460,2198,2413,0.090793651,866,-0.116999592,0.053846154,0.009437833,0
673,3678,3009.5,939,1381,1844,2312,2749,2958.5,2952,3114.5,2819,0.173271008,872,-0.454042301,0.109502262,0.231025855,3.000132603
424,3046,2438,543,795,1289,1454,1696,1845,2010,1947,2081,0.258710801,876,-0.586045301,0.204905063,0.218551076,1.854334169
446,3119.5,2455.5,775,1073,1279,1597,2257,2510,2207,2758,2956,0.191924666,620,-0.488133572,0.171313245,0.266207688,0
438,2806,1718,460,795,933,1299,2387,2776,2701,3101,2957,0.083768116,880,-0.558455984,0.019066642,0.486516236,2.08417131
516.5,3229.5,2383,633.5,972.5,1066,1656,2733,3118.5,3161.5,3354.5,3528,0.061862678,679,-0.537125178,0.010639962,0.495683028,1.327805281
900,3144.5,2732,1060,1534,1959.5,2040.5,2425.5,2626,2600,2804,2779,0.164764948,878,-0.344234263,0.094786317,0.140475929,5.983361102
546,4015,3267,836,1174,1856,2270,2623,2842,2879,3102,3032,0.224911329,599,-0.547504336,0.164780969,0.216050686,1.854334116
580,2605,1966,582,828,1015,1474,1909,2155,2154,2329,2803,0.139081183,708,-0.51762307,0.094767808,0.359419375,15.41305065
680,3181,2559,861,1136,1415,1829,2267,2509,2336,2705,2895,0.179520082,777,-0.473708594,0.153162951,0.245534524,4.670562066
396.5,2192,1230,503,821,719,1282,2458,2923,2632,3213.5,2881.5,-0.037049289,699,-0.455028211,-0.091210614,0.570874366,3.398959297
458,3964.5,3168,726.5,1130,1568.5,2047,2389.5,2612.5,2736.5,2928.5,3073.5,0.230102268,901,-0.556384336,0.18325623,0.271312427,1.329386585
434,2248,1204,480,758,532,1166,2993,3599,3648,3858,3935,-0.195136074,686,-0.495675316,-0.237449118,0.745454545,1.328100726
505,2699,2189,600,864,986,1422,1689,1817,1784,1967,1873,0.2143681,931,-0.515015436,0.204104394,0.288086643,8.279912465
482,2924,2057,592,900,1002,1622,2531,2867,2842,3129,2992,0.066847826,893,-0.529288703,0.014221297,0.478668054,2.11811014
599,3351,2346,779,1158,1488,1862,2737,3105,3208,3338,3103,0.096532971,856,-0.486360612,0.021802104,0.366269165,4.227178097
510.5,3848,3025,791.5,1275,1832,2217,2638.5,2876,2926,3135.5,3072.5,0.208832136,927,-0.502244778,0.136108651,0.229928541,3.824543476
